,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
0,TRUEWORKS HARDWARE CORPORATION,Corporation,19-Jun-2017,Platinum,Active,18-Mar-2020,18-Mar-2021,201706156011946086513
1,SVB TIRE AND CAR ACCESSORIES,Single Proprietorship,21-Nov-2016,Platinum,Active,18-Mar-2020,18-Mar-2021,2016111926101813960091
2,LINK IT SOLUTIONS & DIGITAL PRINTING,Single Proprietorship,15-Apr-2015,Platinum,Active,18-Mar-2020,21-Mar-2021,201504133003113669156
3,A.R.V. CONSTRUCTION & SUPPLIES,Single Proprietorship,21-Feb-2005,Platinum,Active,18-Mar-2020,18-Mar-2021,20050266071140219045
4,PILANG 28 CONSTRUCTION INCORPORATED,Corporation,20-Jan-2020,Platinum,Active,07-May-2020,07-May-2021,2020011879346555263
5,IWATA KEN HEAVY EQUIPMENT PARTS AND HARDWARE,Single Proprietorship,09-Dec-2008,Platinum,Active,30-Mar-2020,30-Mar-2021,2008122379263414533
6,REASONS CONTRUCTION & SUPPLIES,Single Proprietorship,13-Nov-2007,Platinum,Active,03-Feb-2020,03-Feb-2021,202007212466769268013
7,DIONIE MEDICAL SUPPLIES,Single Proprietorship,20-Jan-2020,Platinum,Active,31-Jan-2020,31-Jan-2021,2020052124291370807249
8,RMB AGRO CHEMICALS TRADING CORPORATION,Corporation,11-Jun-2019,Platinum,Active,29-Jan-2020,29-Jan-2021,2020072123862020985316
9,CRISNARD CONSTRUCTION & SUPPLY,Single Proprietorship,29-Nov-2007,Platinum,Active,31-Jan-2020,31-Jan-2021,202007212382294168573
10,RKEA BUILDERS & SUPPLY,Single Proprietorship,01-Feb-2012,Platinum,Active,03-Feb-2020,03-Feb-2021,202008212262147917627
11,TAURUS ARMAS S.A.,Foreign Company Organization,19-Jun-2018,Platinum,Active,04-Feb-2020,04-Feb-2021,202008212261330216760
12,"ROYAL TG SECURITY AGENCY, INC.",Corporation,23-Jan-2008,Platinum,Active,31-Jan-2020,31-Jan-2021,2020052122101590702249
13,INFOADVANCE INC.,Corporation,22-Nov-2014,Platinum,Active,31-Jan-2020,31-Jan-2021,2020082121481974428121
14,ADAMS EGG HATCHERY GAMEFOWLS &AMP; POULTRY ENTERPRISES,Single Proprietorship,03-Dec-2018,Platinum,Active,04-Feb-2020,04-Feb-2021,2020062121131027824021
15,PINNACLES STRUCTURAL WORKS AND CONSTRUCTION SUPPLIES,Single Proprietorship,13-Mar-2018,Platinum,Active,31-Jan-2020,31-Jan-2021,202007212112921741221
16,R-PITOGO BUILDERS,Single Proprietorship,29-Oct-2018,Platinum,Active,31-Jan-2020,31-Jan-2021,2020062120871180114715
17,AOL TRAVEL & TOURS,Single Proprietorship,08-Mar-2016,Platinum,Active,24-Mar-2020,02-Apr-2021,201603164483635716991
18,HEXAGRAM BUILDERS,Single Proprietorship,27-Jan-2010,Platinum,Active,18-Mar-2020,18-Mar-2021,20100131594977973595
19,SPEED WRENCH MOTOR WORKS,Single Proprietorship,12-Aug-2016,Platinum,Active,29-Jul-2020,29-Jul-2021,201608181174631216113
20,TCCR TRADING,Single Proprietorship,20-Oct-2015,Platinum,Active,23-Mar-2020,23-Mar-2021,2015101517931050077692
21,JOSEPH PEST CONTROL,Single Proprietorship,24-Jan-2018,Platinum,Active,26-May-2020,26-May-2021,201801118692672411460
22,ROMARC ENTERPRISES,Single Proprietorship,09-Mar-2004,Platinum,Active,01-Apr-2020,01-Apr-2021,2004033369461381035
23,IRONFORGE CONSTRUCTION AND SUPPLY,Single Proprietorship,08-Mar-2013,Platinum,Active,29-Jun-2020,29-Jun-2021,201303677761886275732
24,SANDBANK CONSTRUCTION AND DEVELOPMENT,Single Proprietorship,29-Jul-2016,Platinum,Active,19-Mar-2020,19-Mar-2021,2016071793321677694253
25,W.S.FAGCANGAN CONSTRUCTION MANAGEMENT SERVICES,Single Proprietorship,20-Jun-2019,Platinum,Active,23-Jun-2020,23-Jun-2021,201906372521276953143
26,APLAYA VIDA BEACH RESORT,Single Proprietorship,19-Jan-2016,Platinum,Active,17-Mar-2020,17-Mar-2021,201601158990228385271
27,HLOO ECOLODGE,Single Proprietorship,09-Sep-2016,Platinum,Active,23-Mar-2020,23-Mar-2021,2016091846831210559112
28,PIXZEL ENTERPRISES,Single Proprietorship,23-Jan-2017,Platinum,Active,07-May-2020,07-May-2021,201701184582770835845
29,DAVAO CITY FREE FARMERS COOPERATIVE,Cooperative,11-Jun-2015,Platinum,Active,24-Mar-2020,24-Mar-2021,2015061383361915725999
30,NATURE'S GIFT WELLNESS PRODUCTS CORP,Corporation,14-Dec-2016,Platinum,Active,20-May-2020,20-May-2021,2016121899741693946170
31,HARDWARE INNOVATION ENTERPRISE,Single Proprietorship,22-Jul-2014,Platinum,Active,23-Mar-2020,23-Mar-2021,201407108691899373050
32,R.T. DIWA CONSTRUCTION AND GENERAL MERCHANDISE,Single Proprietorship,16-Sep-2009,Platinum,Active,10-Jun-2020,10-Jun-2021,200909286221035330570
33,CMRU GENERAL MERCHANDISE,Single Proprietorship,07-Feb-2019,Platinum,Active,19-Mar-2020,19-Mar-2021,201902564311772322228
34,MILCEN HARDWARE & CONSTRUCTION SUPPLY,Single Proprietorship,15-Sep-2017,Platinum,Active,26-Mar-2020,26-Mar-2021,201709139519967188733
35,E.R. PRIME MAINTENANCE SERVICES INC.,Corporation,09-Mar-2020,Platinum,Active,06-Apr-2020,06-Apr-2021,2020032140161996992708
36,NIIGATA TRUCK SALES CORPORATION,Corporation,05-Mar-2013,Platinum,Active,19-Mar-2020,11-Apr-2021,201303673671437480923
37,CRETOP GEODETIC ENGINEERING SERVICES,Single Proprietorship,09-Jul-2019,Platinum,Active,07-Aug-2020,07-Aug-2021,201907339522121565931
38,MAYON TIMES_THE,Single Proprietorship,09-Mar-2020,Platinum,Active,29-Jun-2020,29-Jun-2021,2020032141241210099238
39,TNB BUILDERS,Single Proprietorship,16-Sep-2004,Platinum,Active,20-May-2020,20-May-2021,2004095166781685774
40,"HEALTH LINE MEDICAL DISTRIBUTIONS, INC",Corporation,02-Mar-2007,Platinum,Active,18-Mar-2020,23-Mar-2021,20070312959742272698
41,"RAJ PLANS, DESIGNS AND CONSULTANCY",Single Proprietorship,22-Jun-2017,Platinum,Active,18-Mar-2020,18-Mar-2021,2017061555491109876096
42,JT COMMERCIAL,Single Proprietorship,08-Oct-2019,Platinum,Active,18-Mar-2020,18-Mar-2021,20191016774264337906
43,"AVESCOR MOTORS OF BACOLOD, INC.",Corporation,22-Jun-2009,Platinum,Active,18-Mar-2020,18-Mar-2021,20090679237346558123
44,RASA SURVEYING INSTRUMENTS,Single Proprietorship,26-Apr-2011,Platinum,Active,18-Mar-2020,10-Apr-2021,20110440655431443450
45,FIRST COMMONWEALTH HOTEL CORPORATION,Corporation,05-Aug-2014,Platinum,Active,05-May-2020,14-May-2021,2014081099521934975933
46,ISLAND AIR PRODUCTS CORP. - PASIG BRANCH,Corporation,04-Sep-2015,Platinum,Active,05-Jun-2020,05-Jun-2021,201509147362210958827
47,AMMAR CONSTRUCTION AND ENTERPRISES,Single Proprietorship,08-Sep-2011,Platinum,Active,27-Apr-2020,27-Apr-2021,201109438531054338239
48,MANTILLA-ROJA ACCOUNTING FIRM,Single Proprietorship,17-Jun-2017,Platinum,Active,16-Jun-2020,16-Jun-2021,201706156402644928134
49,ALBERCAS INTERIOR ENTERPRISE,Single Proprietorship,29-Aug-2008,Platinum,Active,19-Mar-2020,19-Mar-2021,200808221911396944353
50,"AVESCOR MOTORS, INC.",Corporation,13-Dec-2007,Platinum,Active,23-Mar-2020,23-Mar-2021,20071217977390670643
51,3JS NURSERY AND TISSUE LABORATORY,Single Proprietorship,18-Oct-2016,Platinum,Active,23-Mar-2020,13-Apr-2021,2016101890001244825084
52,WORLDWIDE BUILDERS,Single Proprietorship,26-Jan-2006,Platinum,Active,26-Mar-2020,11-Apr-2021,2006019284592158122
53,GREENGEN INC,Corporation,26-Nov-2016,Platinum,Active,05-Jun-2020,05-Jun-2021,2016111915811584503704
54,GRUNDSTEIN CONSTRUCTION AND DEVELOPMENT CORPORATION,Corporation,15-Mar-2018,Platinum,Active,17-Jul-2020,17-Jul-2021,2018031094921302795564
55,GENVIEBON TRADING,Single Proprietorship,03-Mar-2015,Platinum,Active,18-Mar-2020,21-Mar-2021,201503128512940440159
56,DARBS CORPORATION,Corporation,01-Apr-2016,Platinum,Active,18-Mar-2020,23-Mar-2021,201604167350679454747
57,PALACE COMPUTER ENTERPRISES,Single Proprietorship,11-Nov-2005,Platinum,Active,18-Mar-2020,18-Mar-2021,20051187471997486846
58,722 CONSTRUCTION INC.,Corporation,24-May-2006,Platinum,Active,18-Mar-2020,26-Mar-2021,200605102281906862362
59,RISEMAX KONSTRUKTION ENTERPRISES,Single Proprietorship,04-Nov-2018,Platinum,Active,25-Jun-2020,25-Jun-2021,201811701572087615818
60,CM VARGAS ENTERPRISE,Single Proprietorship,28-Oct-2015,Platinum,Active,19-Mar-2020,19-Mar-2021,2015101526571061601670
61,RICHMART ENTERPRISES,Single Proprietorship,26-Jan-2012,Platinum,Active,18-Mar-2020,09-Apr-2021,201201475781568177552
62,JMS GENERAL MERCHANDISE,Single Proprietorship,04-Sep-2009,Platinum,Active,18-Mar-2020,18-Mar-2021,20090928456334755250
63,SOUTHERN AUTOMART AND TRADING CORP.,Corporation,09-Feb-2011,Platinum,Active,06-Jul-2020,06-Jul-2021,20110238459580663366
64,DAVOCOL'S INN,Single Proprietorship,24-Oct-2019,Platinum,Active,18-Mar-2020,18-Mar-2021,201910136291665676772
65,JOERY'S PHOTO AUDIO AND VIDEO SERVICES,Single Proprietorship,23-Sep-2015,Platinum,Active,18-Mar-2020,18-Mar-2021,201509149234809260148
66,EE CONSTRUCTION,Single Proprietorship,06-Dec-2018,Platinum,Active,18-Mar-2020,18-Mar-2021,201812640911791031623
67,KAINAN NI INAY JULITA,Single Proprietorship,21-Apr-2006,Platinum,Active,23-Mar-2020,23-Mar-2021,200604100001423020332
68,AISAGRACE GENERAL MERCHANDISE,Single Proprietorship,09-Nov-2017,Platinum,Active,06-Jul-2020,06-Jul-2021,2017111295051147759196
69,GENERAL SANTOS CITY KABUHIANAN ASSOCIATION,Corporation,22-Jun-2015,Platinum,Active,14-Jul-2020,14-Jul-2021,201506139264852967510
70,CABA RICE MILL,Single Proprietorship,14-Jan-2020,Platinum,Active,13-Apr-2020,13-Apr-2021,2020012671307438145
71,WINSFORT CONSTRUCTION AND DEVELOPMENT,Single Proprietorship,15-Dec-2017,Platinum,Active,05-Jun-2020,05-Jun-2021,2017121231271818407736
72,J. THREE CONSTRUCTION,Single Proprietorship,13-Jul-2015,Platinum,Active,05-Jun-2020,05-Jun-2021,201507141789670802728
73,BRIGHTKEY DEVELOPMENT & CONSTRUCTION,Single Proprietorship,29-Nov-2018,Platinum,Active,18-Mar-2020,18-Mar-2021,201811650901552265746
74,ECO GREEN GARDEN LANDSCAPING SERVICES,Single Proprietorship,04-Mar-2020,Platinum,Active,24-Mar-2020,24-Mar-2021,2020032135461005192584
75,TRANS-AURORA CONSTRUCTION,Single Proprietorship,14-Jun-2006,Platinum,Active,18-Mar-2020,18-Mar-2021,200606103641832789070
76,ALAY BALAY DEVELOPMENT CORPORATION,Corporation,10-Jul-2018,Platinum,Active,23-Mar-2020,23-Mar-2021,201807908601884710086
77,FIRST OIL GASOLINE STATION,Single Proprietorship,17-Mar-2017,Platinum,Active,18-Mar-2020,18-Mar-2021,201703172610256479342
78,JAMR BUILDERS,Single Proprietorship,02-Mar-2020,Platinum,Active,01-Jun-2020,01-Jun-2021,20200321320494395132
79,DARD'S HEAVY EQUIPMENTS PARTS AND SUPPLY,Single Proprietorship,10-Feb-2016,Platinum,Active,18-Mar-2020,11-Apr-2021,201602161546556395696
80,S-SO CORPORATION,Corporation,22-Nov-2012,Platinum,Active,26-Mar-2020,30-Apr-2021,20121162330983108282
81,DOUBLE V PETRON SERVICENTER,Single Proprietorship,15-Sep-2006,Platinum,Active,19-Mar-2020,03-Apr-2021,20060911137804989496
82,DAMILI MANPOWER SERVICES,Single Proprietorship,09-Jan-2013,Platinum,Active,21-May-2020,21-May-2021,201301639811989091696
83,EAH MEDICINE AND MEDICAL SUPPLIES MARKETING,Single Proprietorship,27-Mar-2019,Platinum,Active,19-Mar-2020,19-Mar-2021,20190348474327750685
84,JAZZ MINI MART,Single Proprietorship,03-Sep-2018,Platinum,Active,23-Mar-2020,23-Mar-2021,201809802261102706033
85,C & S EATERY,Single Proprietorship,20-Sep-2019,Platinum,Active,24-Mar-2020,24-Mar-2021,201909201851988031709
86,TITA J'S FOOD AND CATERING SERVICES,Single Proprietorship,24-Sep-2018,Platinum,Active,15-Jun-2020,15-Jun-2021,2018097671135726767
87,KRISAN RICEMILL,Single Proprietorship,20-Jan-2020,Platinum,Active,18-Mar-2020,18-Mar-2021,20200117961540338212
88,B.Y.A. BUILDERS & CONST. SUPPLY,Single Proprietorship,17-Apr-2006,Platinum,Active,19-Mar-2020,19-Mar-2021,20060499621332010423
89,B DOUBLE A GENERAL MERCHANDISE,Single Proprietorship,28-Aug-2017,Platinum,Active,19-Mar-2020,19-Mar-2021,201708143261362403299
90,ADFIL CORPORATION,Corporation,22-May-2007,Platinum,Active,18-Mar-2020,14-May-2021,20070513767585733596
91,MELLIL CONSTRUCTION AND SUPPLY,Single Proprietorship,07-Oct-2015,Platinum,Active,05-Jun-2020,05-Jun-2021,2015101506471876660169
92,ARMADA RESCUE AND SAFETY EQUIPMENT CORPORATION,Corporation,31-Mar-2011,Platinum,Active,18-Mar-2020,02-Apr-2021,201103401611534891436
93,SBDS MEDICAL SUPPLY AND EQUIPMENT,Single Proprietorship,16-Jan-2017,Platinum,Active,18-Mar-2020,18-Mar-2021,201701185581100852523
94,SUREMED MARKETING INCORPORATED,Corporation,01-Oct-2013,Platinum,Active,19-Mar-2020,19-Mar-2021,20131083689599378371
95,AMARDEX DRUGSTORE,Single Proprietorship,24-Sep-2015,Platinum,Active,19-Mar-2020,19-Mar-2021,201509149372266752813
96,NABEB'S GENERAL SUPPLY AND PRINTING SERVICES,Single Proprietorship,06-Mar-2020,Platinum,Active,10-Jun-2020,10-Jun-2021,2020032139091149591476
97,MDQR CONSTRUCTION & SUPPLY,Single Proprietorship,29-Jan-2007,Platinum,Active,18-Mar-2020,18-Mar-2021,200701124011591423464
98,ANGELJOE PHARMACY AND MEDICAL SUPPLIES,Single Proprietorship,13-Feb-2020,Platinum,Active,19-Mar-2020,19-Mar-2021,202002210600786444236
99,PROMOZIONE TRADING,Single Proprietorship,06-Jul-2016,Platinum,Active,18-Mar-2020,18-Mar-2021,2016071762161144122224
100,RJB CONSTRUCTION AND SUPPLY,Single Proprietorship,06-Dec-2016,Platinum,Active,24-Mar-2020,24-Mar-2021,2016121906461211352927
101,TESORO ENTERPRISES,Single Proprietorship,22-May-2012,Platinum,Active,25-Mar-2020,25-Mar-2021,20120553265915269458
102,PATHFINDER PHARMACY & DISTRIBUTOR,Single Proprietorship,10-Apr-2012,Platinum,Active,19-Mar-2020,19-Mar-2021,20120451434192556674
103,"L. MEYERF PHARMA, INC.",Corporation,08-Oct-2004,Platinum,Active,26-Mar-2020,04-Apr-2021,20041056501912072000
104,XAVII MARKETING,Single Proprietorship,11-Apr-2018,Platinum,Active,19-Mar-2020,19-Mar-2021,201804105030141529619
105,JRJ SOLUTION ENTERPRISES,Single Proprietorship,21-Nov-2014,Platinum,Active,19-Mar-2020,19-Mar-2021,201411120401921383892
106,IANITO 125 MERCHANDISING TRUCKING AND CONSTRUCTION SERVICES,Single Proprietorship,17-Nov-2016,Platinum,Active,29-Apr-2020,29-Apr-2021,201611193356678233360
107,B.P. AGRAVANTE TRANSPORT SERVICE,Single Proprietorship,23-May-2017,Platinum,Active,29-Apr-2020,29-Apr-2021,201705161272596857447
108,ABISTADO'S CATERING AND PARTY NEEDS,Single Proprietorship,29-Dec-2016,Platinum,Active,29-Apr-2020,29-Apr-2021,2016121881121252538535
109,HMMED ENTERPRISE,Single Proprietorship,07-Jul-2017,Platinum,Active,23-Mar-2020,23-Mar-2021,2017071528241558686689
110,PANDEK TRADING,Single Proprietorship,23-Feb-2016,Platinum,Active,27-Apr-2020,29-Apr-2021,201602162851195172747
111,PJA CONSTRUCTION,Single Proprietorship,29-Jul-2017,Platinum,Active,24-Mar-2020,24-Mar-2021,2017071486381013446382
112,PIBS TRADING AND CONSTRUCTION,Single Proprietorship,20-Jun-2007,Platinum,Active,19-Mar-2020,19-Mar-2021,20070614453217672124
113,TOMAHAWK BUILDERS AND GENERAL SERVICES,Single Proprietorship,22-Jun-2007,Platinum,Active,19-Mar-2020,19-Mar-2021,20070614550749829001
114,VIAREESE GENERAL MERCHANDISE,Single Proprietorship,28-Jul-2016,Platinum,Active,19-Mar-2020,25-Mar-2021,201607179296937690730
115,IPOINTEAST INC.,Corporation,04-Nov-2018,Platinum,Active,15-Jun-2020,15-Jun-2021,20181170098482459080
116,"FLOW HARMONIC COMMERCIAL, INC.",Corporation,10-Mar-2009,Platinum,Active,19-Mar-2020,19-Mar-2021,20090325314138615494
117,DANLUGAN FARMERS MULTI-PURPOSE COOPERATIVE,Cooperative,09-Oct-2014,Platinum,Active,23-Mar-2020,23-Mar-2021,201410116495941582687
118,VICERA PRIME DISTRIBUTORS CORP,Corporation,06-Feb-2017,Platinum,Active,23-Mar-2020,23-Mar-2021,2017021815841816900406
119,POPCOM MULTI-PURPOSE COOPERATIVE,Cooperative,04-Nov-2008,Platinum,Active,01-Jun-2020,01-Jun-2021,200811830721551754495
120,ST. BERNARDINE CONSTRUCTION & ENTERPRISES,Single Proprietorship,02-Aug-2004,Platinum,Active,23-Mar-2020,18-Apr-2021,2004084735192009863
121,KIDDIES BAKEHAUS,Single Proprietorship,28-Aug-2013,Platinum,Active,11-May-2020,11-May-2021,20130879921458611657
122,VAXILIFE CORP,Corporation,08-Jul-2013,Platinum,Active,23-Mar-2020,23-Mar-2021,2013077587247265371
123,PRECIOUS NATHAN MERCHANDISE,Single Proprietorship,10-May-2018,Platinum,Active,23-Mar-2020,23-Mar-2021,2018051005221423459264
124,GOLDEN PRICE TRADING,Single Proprietorship,20-May-2015,Platinum,Active,19-Mar-2020,25-Apr-2021,201505136260362348170
125,BT INDUSTRIES INCORPORATED,Corporation,29-Apr-2015,Platinum,Active,25-Mar-2020,25-Mar-2021,2015041343781114755489
126,PANABO CITY GOVERNMENT EMPLOYEES MULTI-PURPOSE COOPERATIVE,Cooperative,20-Feb-2004,Platinum,Active,23-Mar-2020,23-Mar-2021,2004023000480219814
127,BEAVANS DENTAL TRADING,Single Proprietorship,08-Jun-2014,Platinum,Active,23-Mar-2020,03-Apr-2021,2014061040961512794683
128,RDY CONSTRUCTOR,Single Proprietorship,01-Mar-2010,Platinum,Active,23-Mar-2020,23-Mar-2021,20100332439570644753
129,TABACO PORT CARGO CORPORATION,Corporation,22-Nov-2006,Platinum,Active,23-Mar-2020,23-Mar-2021,200611117751144338726
130,DAVAO IKKIN CAR CARE CENTER,Single Proprietorship,10-Sep-2018,Platinum,Active,27-May-2020,27-May-2021,201809789551038847227
131,CABLE HYDRO CONTROL MACHINING CENTER,Single Proprietorship,05-Oct-2012,Platinum,Active,07-Apr-2020,11-Apr-2021,20121059966477268786
132,OLIVER AQUINO CONSTRUCTION,Single Proprietorship,03-May-2013,Platinum,Active,23-Mar-2020,23-Mar-2021,201305711031324981916
133,JAI BUILDERS AND SUPPLY,Single Proprietorship,20-Aug-2015,Platinum,Active,23-Mar-2020,24-Apr-2021,20150814597459090054
134,JCU ENTERPRISES & GENERAL MERCHANDISE,Single Proprietorship,02-Sep-2014,Platinum,Active,19-Mar-2020,19-Mar-2021,2014091127481085325465
135,CVK STORE,Single Proprietorship,01-Mar-2013,Platinum,Active,30-Mar-2020,04-Apr-2021,201303671981891864550
136,"MULTI-ELECTRIC SYSTEMS, INC.",Corporation,05-Jul-2004,Platinum,Active,23-Mar-2020,23-Mar-2021,2004074349200017610
137,SHELTON PHILS AUTO PARTS,Single Proprietorship,10-Apr-2006,Platinum,Active,23-Mar-2020,09-May-2021,20060499361276893585
138,SOFIA PLUS TRADING,Single Proprietorship,06-Feb-2019,Platinum,Active,23-Mar-2020,23-Mar-2021,201902567031912589645
139,SOFIA PLUS MEDICAL SUPPLIES TRADING,Single Proprietorship,24-Jan-2019,Platinum,Active,06-Apr-2020,06-Apr-2021,20190158621939659843
140,OUR LADY OF THE ANGELS MULTI-PURPOSE COOPERATIVE,Cooperative,07-Sep-2012,Platinum,Active,24-Mar-2020,24-Mar-2021,201209586101651344888
141,GREEN OPTIONS TRADING INC.,Corporation,17-Feb-2020,Platinum,Active,23-Mar-2020,23-Mar-2021,2020022109171125573156
142,G.D. ABAD GENERAL MERCHANDISE,Single Proprietorship,11-Mar-2015,Platinum,Active,30-Mar-2020,30-Mar-2021,201503129628650314681
143,JOMASAN CONSTRUCTION AND SUPPLY,Single Proprietorship,26-Apr-2012,Platinum,Active,30-Mar-2020,18-Apr-2021,201204521911211995646
144,NEILAN ELECTROMECH SERVICES,Single Proprietorship,15-Oct-2010,Platinum,Active,23-Mar-2020,23-Mar-2021,20101036427177934749
145,SCIENTIFIC PRODUCT COMPANY,Partnership,28-Mar-2005,Platinum,Active,23-Mar-2020,31-Mar-2021,20050369511456036994
146,RAISER MANPOWER & ALLIED SERVICES,Single Proprietorship,29-Jan-2010,Platinum,Active,23-Mar-2020,03-Apr-2021,20100131669721664304
147,URBANCON BUILDERS & SUPPLY,Single Proprietorship,10-Nov-2015,Platinum,Active,18-May-2020,18-May-2021,20151115355481038600
148,MARANDING AUTO PARTS,Single Proprietorship,29-Jan-2013,Platinum,Active,23-Mar-2020,23-Mar-2021,201301650411160678945
149,LUIZ BUILDERS,Single Proprietorship,15-Sep-2017,Platinum,Active,23-Mar-2020,23-Mar-2021,2017091395531481638436
150,DANPHIL POWER TRADING AND ENGINEERING SERVICES,Single Proprietorship,22-Feb-2018,Platinum,Active,29-Jun-2020,29-Jun-2021,2018021135151203821299
151,LEO HEIRS CONSTRUCTION,Single Proprietorship,25-Nov-2013,Platinum,Active,23-Mar-2020,23-Mar-2021,201311879151590585324
152,UNICO HIJO CATERING SERVICES,Single Proprietorship,22-Oct-2016,Platinum,Active,09-Jun-2020,09-Jun-2021,2016101900251211997324
153,ABIB BUILDERS ENTERPRISE,Single Proprietorship,03-Dec-2018,Platinum,Active,23-Mar-2020,27-Mar-2021,20181264735558434703
154,A.M. AYUNAN CONSTRUCTION,Single Proprietorship,21-Dec-2007,Platinum,Active,24-Mar-2020,24-Mar-2021,20071218051629448157
155,EDSAL CONST. AND SUPPLY INC.,Corporation,05-Feb-2020,Platinum,Active,23-Mar-2020,23-Mar-2021,2020022096511773685114
156,TABACO SANTIAGO TRADING INCORPORATED,Corporation,13-Jan-2015,Platinum,Active,23-Mar-2020,23-Mar-2021,2015011237891578491556
157,CONCORD METALS INC.,Corporation,23-Jun-2006,Platinum,Active,30-Mar-2020,30-Mar-2021,200606104231514227236
158,"GULAYAN, ANIHAN AT SAKAHAN SA KAUNLARAN MULTI PURPOSECOOPERATIVE",Cooperative,13-Mar-2012,Platinum,Active,23-Mar-2020,23-Mar-2021,201203501631002844571
159,RVP CONSTRUCTION & SUPPLY,Single Proprietorship,29-Jan-2013,Platinum,Active,23-Mar-2020,23-Mar-2021,201301649552085978499
160,TRACCOR BUILDERS,Single Proprietorship,14-Feb-2006,Platinum,Active,23-Mar-2020,05-Apr-2021,20060294431477954846
161,EAST TRADER CONSTRUCTION & SUPPLY,Single Proprietorship,04-Feb-2011,Platinum,Active,23-Mar-2020,23-Mar-2021,20110238296174135344
162,CHQ TRADING,Single Proprietorship,15-Jan-2020,Platinum,Active,23-Mar-2020,23-Mar-2021,2020012495612883536
163,"FORECASTING AND PLANNING TECHNOLOGIES, INC.",Corporation,25-Jan-2018,Platinum,Active,01-Jun-2020,01-Jun-2021,201801118273383594140
164,STERIPLUS CORPORATION,Corporation,22-Dec-2015,Platinum,Active,23-Mar-2020,26-Mar-2021,2015121572811858708174
165,SHOPKO MARKETING CORP.,Corporation,22-Jul-2011,Platinum,Active,11-Jun-2020,11-Jun-2021,201107426491043891100
166,TREZ ENTERPRISES,Single Proprietorship,04-Jun-2015,Platinum,Active,25-Mar-2020,25-Mar-2021,2015061377031346936128
167,M AND T CONSTRUCTION,Single Proprietorship,17-Mar-2020,Platinum,Active,30-Mar-2020,30-Mar-2021,2020032146611004079957
168,SANICO FABRICATION AND MACHINERIES,Single Proprietorship,02-Mar-2015,Platinum,Active,23-Mar-2020,23-Mar-2021,2015031284231453764151
169,CAYMAN CATERING SERVICES,Single Proprietorship,23-Mar-2012,Platinum,Active,30-Apr-2020,30-Apr-2021,201203508841910951988
170,EMPRESSCY GENERAL MERCHANDISE,Single Proprietorship,22-May-2017,Platinum,Active,25-Mar-2020,02-Apr-2021,2017051615611529136899
171,ACJ CONSTRUCTION RESOURCES,Single Proprietorship,25-Jun-2007,Platinum,Active,23-Mar-2020,23-Mar-2021,2007061462321540226
172,JP GROUP OF COMPANIES INCORPORATED,Corporation,04-Dec-2014,Platinum,Active,09-Jun-2020,09-Jun-2021,2014121216111123804414
173,JEMA MULTI TRADING INCORPORATED,Corporation,13-Oct-2006,Platinum,Active,23-Mar-2020,23-Mar-2021,20061016717864075251
174,ALNRAY ENTERPRISES,Single Proprietorship,03-Jul-2009,Platinum,Active,24-Mar-2020,24-Apr-2021,20090727492190260535
175,PHOTOPRO TRADING AND GENERAL MERCHANDISE CO.,Partnership,18-May-2009,Platinum,Active,25-Mar-2020,31-Mar-2021,20090526602353154796
176,2ND SURIGAO DEL NORTE ENG'G DISTRICT MP COOP,Cooperative,16-Mar-2018,Platinum,Active,23-Mar-2020,27-Mar-2021,201803108752378299442
177,REKINA CONSTRUCTION SERVICES,Single Proprietorship,17-Mar-2020,Platinum,Active,24-Mar-2020,24-Mar-2021,2020032145461565505088
